,sport,normal,abnormal,excluded
37079,29888,29.0,1.0,False
37080,29887,28.0,2.0,False
37081,13795,29.0,1.0,False
37082,13789,30.0,0.0,1.0
37083,13786,28.0,2.0,False
37084,8411,29.0,1.0,False
37085,51754,30.0,0.0,1.0
37086,25788,30.0,0.0,1.0
37087,29859,29.0,1.0,False
37088,44636,29.0,1.0,False
37089,25796,30.0,0.0,1.0
37090,44646,29.0,1.0,False
37091,25799,30.0,0.0,1.0
37092,13754,27.0,3.0,False
37093,51708,28.0,2.0,False
37094,29862,30.0,0.0,1.0
37095,50313,29.0,1.0,False
37096,12680,30.0,0.0,1.0
37097,9455,30.0,0.0,1.0
37098,47292,29.0,1.0,False
37099,28335,30.0,0.0,1.0
37100,28332,30.0,0.0,1.0
37101,11611,29.0,1.0,False
37102,47307,30.0,0.0,1.0
37103,27479,30.0,0.0,1.0
37104,11609,30.0,0.0,1.0
37105,11605,30.0,0.0,1.0
37106,11603,28.0,2.0,False
37107,48809,28.0,2.0,False
37108,44246,27.0,3.0,False
37109,28317,27.0,3.0,False
37110,48807,30.0,0.0,1.0
37111,47325,30.0,0.0,1.0
37112,10439,27.0,3.0,False
37113,48803,30.0,0.0,1.0
37114,48801,29.0,1.0,False
37115,10448,29.0,1.0,False
37116,28336,29.0,1.0,False
37117,48844,28.0,2.0,False
37118,10364,29.0,1.0,False
37119,48849,24.0,6.0,False
37120,47238,30.0,0.0,1.0
37121,10370,29.0,1.0,False
37122,47240,29.0,1.0,False
37123,11646,29.0,1.0,False
37124,47253,29.0,1.0,False
37125,28356,29.0,1.0,False
37126,11636,30.0,0.0,1.0
37127,48866,30.0,0.0,1.0
37128,28349,30.0,0.0,1.0
37129,11631,29.0,1.0,False
37130,11630,30.0,0.0,1.0
37131,11629,29.0,1.0,False
37132,10405,29.0,1.0,False
37133,39335,29.0,1.0,False
37134,10408,29.0,1.0,False
37135,48851,29.0,1.0,False
37136,47285,27.0,3.0,False
37137,10449,30.0,0.0,1.0
37138,10454,27.0,3.0,False
37139,11584,30.0,0.0,1.0
37140,11572,30.0,0.0,1.0
37141,11513,30.0,0.0,1.0
37142,47429,30.0,0.0,1.0
37143,48688,29.0,1.0,False
37144,47433,30.0,0.0,1.0
37145,10540,30.0,0.0,1.0
37146,11489,28.0,2.0,False
37147,48673,30.0,0.0,1.0
37148,27550,30.0,0.0,1.0
37149,28244,30.0,0.0,1.0
37150,11484,28.0,2.0,False
37151,28242,29.0,1.0,False
37152,48656,28.0,2.0,False
37153,11482,27.0,3.0,False
37154,28237,30.0,0.0,1.0
37155,47469,29.0,1.0,False
37156,10563,30.0,0.0,1.0
37157,47473,28.0,2.0,False
37158,15379,29.0,1.0,False
37159,27529,29.0,1.0,False
37160,28271,29.0,1.0,False
37161,48750,30.0,0.0,1.0
37162,48775,29.0,1.0,False
37163,27499,28.0,2.0,False
37164,48768,30.0,0.0,1.0
37165,11549,30.0,0.0,1.0
37166,11544,30.0,0.0,1.0
37167,47367,30.0,0.0,1.0
37168,47368,29.0,1.0,False
37169,44144,29.0,1.0,False
37170,10510,29.0,1.0,False
37171,47376,30.0,0.0,1.0
37172,48728,30.0,0.0,1.0
37173,10483,30.0,0.0,1.0
37174,48718,27.0,3.0,False
37175,27524,27.0,3.0,False
37176,10505,29.0,1.0,False
37177,10509,30.0,0.0,1.0
37178,27453,29.0,1.0,False
37179,47224,28.0,2.0,False
37180,11872,29.0,1.0,False
37181,49152,29.0,1.0,False
37182,27289,28.0,2.0,False
37183,11833,30.0,0.0,1.0
37184,28482,30.0,0.0,1.0
37185,47023,30.0,0.0,1.0
37186,49145,30.0,0.0,1.0
37187,47027,30.0,0.0,1.0
37188,49136,29.0,1.0,False
37189,49132,28.0,2.0,False
37190,49118,28.0,2.0,False
37191,11805,28.0,2.0,False
37192,28470,30.0,0.0,1.0
37193,10227,28.0,2.0,False
37194,27320,30.0,0.0,1.0
37195,27324,30.0,0.0,1.0
37196,11797,30.0,0.0,1.0
37197,47063,29.0,1.0,False
37198,47065,30.0,0.0,1.0
37199,49150,30.0,0.0,1.0
37200,27287,30.0,0.0,1.0
37201,47221,29.0,1.0,False
37202,28489,29.0,1.0,False
37203,10181,28.0,2.0,False
37204,27258,30.0,0.0,1.0
37205,46966,30.0,0.0,1.0
37206,27260,29.0,1.0,False
37207,49195,29.0,1.0,False
37208,49192,28.0,2.0,False
37209,49187,30.0,0.0,1.0
37210,46978,28.0,2.0,False
37211,46981,29.0,1.0,False
37212,11859,29.0,1.0,False
37213,46986,30.0,0.0,1.0
37214,11854,29.0,1.0,False
37215,46990,30.0,0.0,1.0
37216,49173,29.0,1.0,False
37217,28504,30.0,0.0,1.0
37218,28501,29.0,1.0,False
37219,49159,30.0,0.0,1.0
37220,47066,30.0,0.0,1.0
37221,49093,29.0,1.0,False
37222,28457,29.0,1.0,False
37223,47073,29.0,1.0,False
37224,27386,28.0,2.0,False
37225,47145,30.0,0.0,1.0
37226,47146,27.0,3.0,False
37227,11712,29.0,1.0,False
37228,48957,30.0,0.0,1.0
37229,11704,29.0,1.0,False
37230,11699,28.0,2.0,False
37231,27411,29.0,1.0,False
37232,10339,30.0,0.0,1.0
37233,10341,29.0,1.0,False
37234,28381,29.0,1.0,False
37235,48932,30.0,0.0,1.0
37236,11682,29.0,1.0,False
37237,47206,25.0,5.0,False
37238,15602,30.0,0.0,1.0
37239,11664,29.0,1.0,False
37240,47219,29.0,1.0,False
37241,27382,30.0,0.0,1.0
37242,49017,30.0,0.0,1.0
37243,49022,18.0,12.0,False
37244,27361,30.0,0.0,1.0
37245,49083,26.0,4.0,False
37246,10240,30.0,0.0,1.0
37247,10246,30.0,0.0,1.0
37248,49058,27.0,3.0,False
37249,27357,28.0,2.0,False
37250,28440,30.0,0.0,1.0
37251,27358,30.0,0.0,1.0
37252,27362,29.0,1.0,False
37253,15136,30.0,0.0,1.0
37254,11748,26.0,4.0,False
37255,47118,29.0,1.0,False
37256,49038,30.0,0.0,1.0
37257,49037,29.0,1.0,False
37258,47124,30.0,0.0,1.0
37259,49027,30.0,0.0,1.0
37260,10284,27.0,3.0,False
37261,48645,30.0,0.0,1.0
37262,10574,30.0,0.0,1.0
37263,11449,29.0,1.0,False
37264,48214,30.0,0.0,1.0
37265,28038,30.0,0.0,1.0
37266,27829,29.0,1.0,False
37267,11120,28.0,2.0,False
37268,47817,30.0,0.0,1.0
37269,47820,30.0,0.0,1.0
37270,10845,30.0,0.0,1.0
37271,48191,30.0,0.0,1.0
37272,11112,30.0,0.0,1.0
37273,48184,29.0,1.0,False
37274,48181,28.0,2.0,False
37275,47835,30.0,0.0,1.0
37276,27846,28.0,2.0,False
37277,11104,30.0,0.0,1.0
37278,45832,30.0,0.0,1.0
37279,28031,29.0,1.0,False
37280,10853,28.0,2.0,False
37281,47845,27.0,3.0,False
37282,30599,29.0,1.0,False
37283,28045,30.0,0.0,1.0
37284,48603,30.0,0.0,1.0
37285,11149,29.0,1.0,False
37286,28073,30.0,0.0,1.0
37287,27778,29.0,1.0,False
37288,48290,29.0,1.0,False
37289,10802,30.0,0.0,1.0
37290,47751,28.0,2.0,False
37291,48280,30.0,0.0,1.0
37292,48268,30.0,0.0,1.0
37293,11168,30.0,0.0,1.0
37294,47777,30.0,0.0,1.0
37295,11159,30.0,0.0,1.0
37296,27805,29.0,1.0,False
37297,11154,30.0,0.0,1.0
37298,28057,28.0,2.0,False
37299,28054,29.0,1.0,False
37300,33197,30.0,0.0,1.0
37301,28053,29.0,1.0,False
37302,10825,30.0,0.0,1.0
37303,47847,30.0,0.0,1.0
37304,48164,29.0,1.0,False
37305,28023,28.0,2.0,False
37306,48147,30.0,0.0,1.0
37307,11004,30.0,0.0,1.0
37308,10988,29.0,1.0,False
37309,16283,29.0,1.0,False
37310,48035,28.0,2.0,False
37311,48032,28.0,2.0,False
37312,27931,30.0,0.0,1.0
37313,48018,30.0,0.0,1.0
37314,27934,30.0,0.0,1.0
37315,27935,30.0,0.0,1.0
37316,47963,29.0,1.0,False
37317,10942,28.0,2.0,False
37318,10964,27.0,3.0,False
37319,47970,29.0,1.0,False
37320,47995,27.0,3.0,False
37321,46037,29.0,1.0,False
37322,27947,30.0,0.0,1.0
37323,27950,29.0,1.0,False
37324,47929,29.0,1.0,False
37325,48076,27.0,3.0,False
37326,27986,28.0,2.0,False
37327,10890,29.0,1.0,False
37328,11075,29.0,1.0,False
37329,48132,27.0,3.0,False
37330,28008,30.0,0.0,1.0
37331,10875,29.0,1.0,False
37332,11072,30.0,0.0,1.0
37333,48120,29.0,1.0,False
37334,10883,30.0,0.0,1.0
37335,28000,28.0,2.0,False
37336,10909,29.0,1.0,False
37337,47894,30.0,0.0,1.0
37338,11055,30.0,0.0,1.0
37339,27997,28.0,2.0,False
37340,27886,30.0,0.0,1.0
37341,48092,30.0,0.0,1.0
37342,48083,30.0,0.0,1.0
37343,48079,27.0,3.0,False
37344,11213,29.0,1.0,False
37345,11223,28.0,2.0,False
37346,10775,30.0,0.0,1.0
37347,28157,29.0,1.0,False
37348,27619,29.0,1.0,False
37349,10604,30.0,0.0,1.0
37350,48542,28.0,2.0,False
37351,47560,30.0,0.0,1.0
37352,48540,29.0,1.0,False
37353,11393,28.0,2.0,False
37354,28166,27.0,3.0,False
37355,44338,30.0,0.0,1.0
37356,27626,29.0,1.0,False
37357,11376,30.0,0.0,1.0
37358,47574,29.0,1.0,False
37359,10615,29.0,1.0,False
37360,48524,30.0,0.0,1.0
37361,48522,29.0,1.0,False
37362,48519,30.0,0.0,1.0
37363,47582,29.0,1.0,False
37364,47586,29.0,1.0,False
37365,28176,29.0,1.0,False
37366,10598,30.0,0.0,1.0
37367,28182,25.0,5.0,False
37368,28192,30.0,0.0,1.0
37369,47506,27.0,3.0,False
37370,48598,30.0,0.0,1.0
37371,47510,29.0,1.0,False
37372,28204,29.0,1.0,False
37373,45502,25.0,5.0,False
37374,27604,28.0,2.0,False
37375,11418,30.0,0.0,1.0
37376,10591,29.0,1.0,False
37377,47542,29.0,1.0,False
37378,47530,29.0,1.0,False
37379,28189,30.0,0.0,1.0
37380,10595,30.0,0.0,1.0
37381,48565,27.0,3.0,False
37382,28184,28.0,2.0,False
37383,48563,29.0,1.0,False
37384,44523,29.0,1.0,False
37385,47588,28.0,2.0,False
37386,48492,28.0,2.0,False
37387,11225,30.0,0.0,1.0
37388,15705,28.0,2.0,False
37389,47661,30.0,0.0,1.0
37390,48404,28.0,2.0,False
37391,10710,27.0,3.0,False
37392,48395,29.0,1.0,False
37393,28114,28.0,2.0,False
37394,11283,27.0,3.0,False
37395,11280,28.0,2.0,False
37396,27732,26.0,4.0,False
37397,47689,29.0,1.0,False
37398,10746,29.0,1.0,False
37399,11262,30.0,0.0,1.0
37400,27745,30.0,0.0,1.0
37401,48335,30.0,0.0,1.0
37402,10756,29.0,1.0,False
37403,11240,30.0,0.0,1.0
37404,27764,30.0,0.0,1.0
37405,11231,30.0,0.0,1.0
37406,48412,30.0,0.0,1.0
37407,47655,30.0,0.0,1.0
37408,27708,30.0,0.0,1.0
37409,28138,30.0,0.0,1.0
37410,47600,30.0,0.0,1.0
37411,28149,29.0,1.0,False
37412,27651,30.0,0.0,1.0
37413,28145,29.0,1.0,False
37414,11338,28.0,2.0,False
37415,48475,29.0,1.0,False
37416,10677,29.0,1.0,False
37417,27666,30.0,0.0,1.0
37418,48423,30.0,0.0,1.0
37419,63613,29.0,1.0,False
37420,28135,29.0,1.0,False
37421,28134,28.0,2.0,False
37422,48440,27.0,3.0,False
37423,47637,29.0,1.0,False
37424,48439,30.0,0.0,1.0
37425,47644,30.0,0.0,1.0
37426,49203,27.0,3.0,False
37427,49208,29.0,1.0,False
37428,12675,28.0,2.0,False
37429,9666,28.0,2.0,False
37430,9674,29.0,1.0,False
37431,46320,28.0,2.0,False
37432,46323,30.0,0.0,1.0
37433,49902,28.0,2.0,False
37434,33805,30.0,0.0,1.0
37435,9683,29.0,1.0,False
37436,28905,30.0,0.0,1.0
37437,28901,29.0,1.0,False
37438,49895,29.0,1.0,False
37439,9685,30.0,0.0,1.0
37440,46334,30.0,0.0,1.0
37441,49891,28.0,2.0,False
37442,12344,29.0,1.0,False
37443,26881,29.0,1.0,False
37444,46358,29.0,1.0,False
37445,49864,30.0,0.0,1.0
37446,12330,30.0,0.0,1.0
37447,12363,28.0,2.0,False
37448,49915,28.0,2.0,False
37449,26802,28.0,2.0,False
37450,26854,28.0,2.0,False
37451,26808,30.0,0.0,1.0
37452,28972,28.0,2.0,False
37453,9610,29.0,1.0,False
37454,12425,30.0,0.0,1.0
37455,49983,30.0,0.0,1.0
37456,28961,30.0,0.0,1.0
37457,12420,30.0,0.0,1.0
37458,12416,30.0,0.0,1.0
37459,49965,30.0,0.0,1.0
37460,28950,27.0,3.0,False
37461,49961,27.0,3.0,False
37462,12399,30.0,0.0,1.0
37463,46280,29.0,1.0,False
37464,28933,30.0,0.0,1.0
37465,28929,28.0,2.0,False
37466,49930,28.0,2.0,False
37467,9661,30.0,0.0,1.0
37468,46363,27.0,3.0,False
37469,49853,26.0,4.0,False
37470,14384,25.0,5.0,False
37471,49846,28.0,2.0,False
37472,49767,30.0,0.0,1.0
37473,49761,28.0,2.0,False
37474,26961,29.0,1.0,False
37475,49754,30.0,0.0,1.0
37476,49749,30.0,0.0,1.0
37477,46465,30.0,0.0,1.0
37478,49733,30.0,0.0,1.0
37479,12232,30.0,0.0,1.0
37480,12229,29.0,1.0,False
37481,49726,29.0,1.0,False
37482,49720,30.0,0.0,1.0
37483,9817,30.0,0.0,1.0
37484,9822,26.0,4.0,False
37485,12221,29.0,1.0,False
37486,26984,30.0,0.0,1.0
37487,46491,29.0,1.0,False
37488,26991,28.0,2.0,False
37489,26952,30.0,0.0,1.0
37490,26944,29.0,1.0,False
37491,49777,30.0,0.0,1.0
37492,28862,30.0,0.0,1.0
37493,12318,29.0,1.0,False
37494,49833,30.0,0.0,1.0
37495,26907,30.0,0.0,1.0
37496,12315,29.0,1.0,False
37497,46457,30.0,0.0,1.0
37498,28870,27.0,3.0,False
37499,49818,30.0,0.0,1.0
37500,12290,29.0,1.0,False
37501,46435,28.0,2.0,False
37502,9761,27.0,3.0,False
37503,46415,30.0,0.0,1.0
37504,26924,27.0,3.0,False
37505,26926,27.0,3.0,False
37506,46427,28.0,2.0,False
37507,28854,28.0,2.0,False
37508,46431,30.0,0.0,1.0
37509,12427,30.0,0.0,1.0
37510,50015,27.0,3.0,False
37511,28526,29.0,1.0,False
37512,46074,30.0,0.0,1.0
37513,26692,30.0,0.0,1.0
37514,26694,30.0,0.0,1.0
37515,29060,30.0,0.0,1.0
37516,46085,30.0,0.0,1.0
37517,50218,28.0,2.0,False
37518,50214,29.0,1.0,False
37519,26697,30.0,0.0,1.0
37520,12585,30.0,0.0,1.0
37521,29044,29.0,1.0,False
37522,26713,28.0,2.0,False
37523,12582,29.0,1.0,False
37524,26719,29.0,1.0,False
37525,12570,27.0,3.0,False
37526,12566,27.0,3.0,False
37527,26724,29.0,1.0,False
37528,29035,30.0,0.0,1.0
37529,12550,30.0,0.0,1.0
37530,26690,29.0,1.0,False
37531,9503,30.0,0.0,1.0
37532,12444,26.0,4.0,False
37533,46067,29.0,1.0,False
37534,12667,27.0,3.0,False
37535,43620,30.0,0.0,1.0
37536,12662,29.0,1.0,False
37537,29095,29.0,1.0,False
37538,9476,30.0,0.0,1.0
37539,50287,29.0,1.0,False
37540,29090,30.0,0.0,1.0
37541,9490,29.0,1.0,False
37542,50279,29.0,1.0,False
37543,46040,29.0,1.0,False
37544,46041,30.0,0.0,1.0
37545,12652,30.0,0.0,1.0
37546,46052,28.0,2.0,False
37547,12647,30.0,0.0,1.0
37548,50258,29.0,1.0,False
37549,50255,30.0,0.0,1.0
37550,12635,28.0,2.0,False
37551,14098,27.0,3.0,False
37552,26733,30.0,0.0,1.0
37553,26741,29.0,1.0,False
37554,26744,29.0,1.0,False
37555,29001,29.0,1.0,False
37556,26776,30.0,0.0,1.0
37557,50061,29.0,1.0,False
37558,26778,27.0,3.0,False
37559,12486,29.0,1.0,False
37560,28995,30.0,0.0,1.0
37561,28990,30.0,0.0,1.0
37562,12469,28.0,2.0,False
37563,43177,30.0,0.0,1.0
37564,28989,26.0,4.0,False
37565,46212,29.0,1.0,False
37566,50035,27.0,3.0,False
37567,46217,29.0,1.0,False
37568,50034,29.0,1.0,False
37569,50032,30.0,0.0,1.0
37570,12453,29.0,1.0,False
37571,28979,29.0,1.0,False
37572,46193,30.0,0.0,1.0
37573,46182,30.0,0.0,1.0
37574,12495,30.0,0.0,1.0
37575,46160,29.0,1.0,False
37576,47811,30.0,0.0,1.0
37577,29020,28.0,2.0,False
37578,12515,29.0,1.0,False
37579,29019,29.0,1.0,False
37580,50105,29.0,1.0,False
37581,12507,30.0,0.0,1.0
37582,47869,27.0,3.0,False
37583,46161,28.0,2.0,False
37584,9561,29.0,1.0,False
37585,50089,29.0,1.0,False
37586,50088,29.0,1.0,False
37587,46172,30.0,0.0,1.0
37588,50084,27.0,3.0,False
37589,46175,28.0,2.0,False
37590,12500,29.0,1.0,False
37591,50080,28.0,2.0,False
37592,49699,30.0,0.0,1.0
37593,49695,29.0,1.0,False
37594,49694,29.0,1.0,False
37595,28619,28.0,2.0,False
37596,49355,30.0,0.0,1.0
37597,46813,30.0,0.0,1.0
37598,49351,28.0,2.0,False
37599,27187,29.0,1.0,False
37600,11969,29.0,1.0,False
37601,11968,30.0,0.0,1.0
37602,49341,29.0,1.0,False
37603,49339,30.0,0.0,1.0
37604,46824,28.0,2.0,False
37605,10069,27.0,3.0,False
37606,46826,28.0,2.0,False
37607,49336,30.0,0.0,1.0
37608,10073,30.0,0.0,1.0
37609,49332,30.0,0.0,1.0
37610,28600,29.0,1.0,False
37611,28592,30.0,0.0,1.0
37612,11951,29.0,1.0,False
37613,27178,29.0,1.0,False
37614,10060,29.0,1.0,False
37615,12218,30.0,0.0,1.0
37616,49367,30.0,0.0,1.0
37617,12031,28.0,2.0,False
37618,10038,29.0,1.0,False
37619,49408,30.0,0.0,1.0
37620,46764,30.0,0.0,1.0
37621,10046,30.0,0.0,1.0
37622,49398,28.0,2.0,False
37623,12005,28.0,2.0,False
37624,27166,29.0,1.0,False
37625,46779,30.0,0.0,1.0
37626,49385,29.0,1.0,False
37627,46783,29.0,1.0,False
37628,61611,30.0,0.0,1.0
37629,11982,28.0,2.0,False
37630,10055,29.0,1.0,False
37631,49370,28.0,2.0,False
37632,28628,30.0,0.0,1.0
37633,14969,30.0,0.0,1.0
37634,49319,28.0,2.0,False
37635,10085,30.0,0.0,1.0
37636,10086,30.0,0.0,1.0
37637,46853,30.0,0.0,1.0
37638,46894,29.0,1.0,False
37639,28558,29.0,1.0,False
37640,28557,28.0,2.0,False
37641,28556,30.0,0.0,1.0
37642,49253,30.0,0.0,1.0
37643,27242,30.0,0.0,1.0
37644,46913,29.0,1.0,False
37645,27245,26.0,4.0,False
37646,10160,30.0,0.0,1.0
37647,49234,27.0,3.0,False
37648,49222,29.0,1.0,False
37649,46940,30.0,0.0,1.0
37650,49218,28.0,2.0,False
37651,46948,29.0,1.0,False
37652,46950,28.0,2.0,False
37653,46951,30.0,0.0,1.0
37654,49211,30.0,0.0,1.0
37655,49271,28.0,2.0,False
37656,10118,29.0,1.0,False
37657,28569,29.0,1.0,False
37658,49297,26.0,4.0,False
37659,27202,30.0,0.0,1.0
37660,49315,28.0,2.0,False
37661,27204,26.0,4.0,False
37662,46859,28.0,2.0,False
37663,11942,30.0,0.0,1.0
37664,46861,30.0,0.0,1.0
37665,46863,30.0,0.0,1.0
37666,11937,29.0,1.0,False
37667,49284,30.0,0.0,1.0
37668,28575,28.0,2.0,False
37669,46873,29.0,1.0,False
37670,28573,30.0,0.0,1.0
37671,10111,29.0,1.0,False
37672,49290,30.0,0.0,1.0
37673,27215,30.0,0.0,1.0
37674,11927,30.0,0.0,1.0
37675,10032,28.0,2.0,False
37676,46851,30.0,0.0,1.0
37677,46744,29.0,1.0,False
37678,46628,29.0,1.0,False
37679,28761,30.0,0.0,1.0
37680,28760,29.0,1.0,False
37681,32493,30.0,0.0,1.0
37682,14669,30.0,0.0,1.0
37683,49594,29.0,1.0,False
37684,12149,30.0,0.0,1.0
37685,49586,30.0,0.0,1.0
37686,9925,28.0,2.0,False
37687,27054,30.0,0.0,1.0
37688,12126,29.0,1.0,False
37689,46613,29.0,1.0,False
37690,46197,29.0,1.0,False
37691,46618,30.0,0.0,1.0
37692,46619,28.0,2.0,False
37693,46622,29.0,1.0,False
37694,49557,27.0,3.0,False
37695,28741,29.0,1.0,False
37696,49607,29.0,1.0,False
37697,27031,27.0,3.0,False
37698,9899,30.0,0.0,1.0
37699,9849,29.0,1.0,False
37700,9840,30.0,0.0,1.0
37701,46511,28.0,2.0,False
37702,49690,29.0,1.0,False
37703,49675,29.0,1.0,False
37704,12205,30.0,0.0,1.0
37705,9847,29.0,1.0,False
37706,46523,29.0,1.0,False
37707,27013,30.0,0.0,1.0
37708,12175,30.0,0.0,1.0
37709,46528,27.0,3.0,False
37710,49657,28.0,2.0,False
37711,49647,29.0,1.0,False
37712,9861,29.0,1.0,False
37713,46549,28.0,2.0,False
37714,9867,30.0,0.0,1.0
37715,12184,30.0,0.0,1.0
37716,9944,30.0,0.0,1.0
37717,49553,29.0,1.0,False
37718,12041,29.0,1.0,False
37719,27072,26.0,4.0,False
37720,49487,30.0,0.0,1.0
37721,12079,28.0,2.0,False
37722,12066,29.0,1.0,False
37723,12064,28.0,2.0,False
37724,12062,29.0,1.0,False
37725,27134,29.0,1.0,False
37726,10009,30.0,0.0,1.0
37727,46710,29.0,1.0,False
37728,17721,29.0,1.0,False
37729,49445,28.0,2.0,False
37730,12051,29.0,1.0,False
37731,46724,30.0,0.0,1.0
37732,28665,30.0,0.0,1.0
37733,10020,29.0,1.0,False
37734,28664,28.0,2.0,False
37735,10022,27.0,3.0,False
37736,49426,29.0,1.0,False
37737,49493,26.0,4.0,False
37738,27109,28.0,2.0,False
37739,9982,30.0,0.0,1.0
37740,46657,28.0,2.0,False
37741,49535,28.0,2.0,False
37742,27079,30.0,0.0,1.0
37743,31808,29.0,1.0,False
37744,9963,29.0,1.0,False
37745,27086,29.0,1.0,False
37746,12098,30.0,0.0,1.0
37747,9965,28.0,2.0,False
37748,12091,30.0,0.0,1.0
37749,12087,30.0,0.0,1.0
37750,49509,29.0,1.0,False
37751,46668,27.0,3.0,False
37752,46669,29.0,1.0,False
37753,46671,29.0,1.0,False
37754,17738,29.0,1.0,False
37755,49501,30.0,0.0,1.0
37756,12088,28.0,2.0,False
37757,48410,30.0,0.0,1.0
37758,45499,29.0,1.0,False
37759,22419,29.0,1.0,False
37760,24883,28.0,2.0,False
37761,30457,30.0,0.0,1.0
37762,25322,27.0,3.0,False
37763,30554,28.0,2.0,False
37764,30733,29.0,1.0,False
37765,24882,30.0,0.0,1.0
37766,7873,30.0,0.0,1.0
37767,25029,30.0,0.0,1.0
37768,15041,30.0,0.0,1.0
37769,7706,28.0,2.0,False
37770,43255,30.0,0.0,1.0
37771,7566,29.0,1.0,False
37772,30739,29.0,1.0,False
37773,43250,28.0,2.0,False
37774,52753,30.0,0.0,1.0
37775,14440,28.0,2.0,False
37776,25031,29.0,1.0,False
37777,30462,29.0,1.0,False
37778,53246,29.0,1.0,False
37779,25344,29.0,1.0,False
37780,43916,29.0,1.0,False
37781,52933,30.0,0.0,1.0
37782,7587,29.0,1.0,False
37783,15044,30.0,0.0,1.0
37784,14815,26.0,4.0,False
37785,43918,29.0,1.0,False
37786,52966,28.0,2.0,False
37787,43261,30.0,0.0,1.0
37788,43921,27.0,3.0,False
37789,7870,29.0,1.0,False
37790,7546,28.0,2.0,False
37791,25183,29.0,1.0,False
37792,43276,29.0,1.0,False
37793,14859,26.0,4.0,False
37794,14857,29.0,1.0,False
37795,52987,27.0,3.0,False
37796,52980,30.0,0.0,1.0
37797,52979,27.0,3.0,False
37798,30642,28.0,2.0,False
37799,24891,28.0,2.0,False
37800,30344,29.0,1.0,False
37801,50124,27.0,3.0,False
37802,30570,30.0,0.0,1.0
37803,30446,28.0,2.0,False
37804,11651,28.0,2.0,False
37805,52525,27.0,3.0,False
37806,25313,29.0,1.0,False
37807,52740,29.0,1.0,False
37808,7867,29.0,1.0,False
37809,52973,29.0,1.0,False
37810,43698,29.0,1.0,False
37811,7552,30.0,0.0,1.0
37812,52972,30.0,0.0,1.0
37813,25315,28.0,2.0,False
37814,43515,29.0,1.0,False
37815,52491,30.0,0.0,1.0
37816,7702,29.0,1.0,False
37817,43279,29.0,1.0,False
37818,30755,27.0,3.0,False
37819,25077,29.0,1.0,False
37820,52778,29.0,1.0,False
37821,7314,30.0,0.0,1.0
37822,14673,29.0,1.0,False
37823,14419,26.0,4.0,False
37824,25145,30.0,0.0,1.0
37825,43661,29.0,1.0,False
37826,14758,29.0,1.0,False
37827,7311,30.0,0.0,1.0
37828,43581,29.0,1.0,False
37829,52878,30.0,0.0,1.0
37830,43660,28.0,2.0,False
37831,24860,30.0,0.0,1.0
37832,7891,30.0,0.0,1.0
37833,14411,27.0,3.0,False
37834,43585,29.0,1.0,False
37835,43586,29.0,1.0,False
37836,14409,27.0,3.0,False
37837,7306,29.0,1.0,False
37838,7903,29.0,1.0,False
37839,30308,30.0,0.0,1.0
37840,43206,30.0,0.0,1.0
37841,52875,28.0,2.0,False
37842,7908,30.0,0.0,1.0
37843,14753,27.0,3.0,False
37844,43575,25.0,5.0,False
37845,30472,30.0,0.0,1.0
37846,52920,26.0,4.0,False
37847,52475,29.0,1.0,False
37848,43239,29.0,1.0,False
37849,7331,27.0,3.0,False
37850,52761,30.0,0.0,1.0
37851,15045,29.0,1.0,False
37852,43236,30.0,0.0,1.0
37853,15046,30.0,0.0,1.0
37854,43233,30.0,0.0,1.0
37855,43555,29.0,1.0,False
37856,25348,28.0,2.0,False
37857,49568,29.0,1.0,False
37858,25055,30.0,0.0,1.0
37859,7699,30.0,0.0,1.0
37860,53256,30.0,0.0,1.0
37861,7602,28.0,2.0,False
37862,53257,30.0,0.0,1.0
37863,24869,28.0,2.0,False
37864,24868,30.0,0.0,1.0
37865,25356,27.0,3.0,False
37866,43671,29.0,1.0,False
37867,43670,28.0,2.0,False
37868,25358,28.0,2.0,False
37869,30527,30.0,0.0,1.0
37870,43569,30.0,0.0,1.0
37871,14765,27.0,3.0,False
37872,43222,27.0,3.0,False
37873,52534,27.0,3.0,False
37874,30443,29.0,1.0,False
37875,43595,30.0,0.0,1.0
37876,43358,30.0,0.0,1.0
37877,62805,28.0,2.0,False
37878,53070,29.0,1.0,False
37879,24927,29.0,1.0,False
37880,43829,28.0,2.0,False
37881,25277,28.0,2.0,False
37882,24963,30.0,0.0,1.0
37883,53061,28.0,2.0,False
37884,24922,29.0,1.0,False
37885,52658,29.0,1.0,False
37886,53058,29.0,1.0,False
37887,7762,24.0,6.0,False
37888,53056,28.0,2.0,False
37889,7484,25.0,5.0,False
37890,14563,29.0,1.0,False
37891,53154,30.0,0.0,1.0
37892,7435,28.0,2.0,False
37893,43834,29.0,1.0,False
37894,14911,30.0,0.0,1.0
37895,30376,28.0,2.0,False
37896,7434,28.0,2.0,False
37897,14980,30.0,0.0,1.0
37898,30372,28.0,2.0,False
37899,7428,30.0,0.0,1.0
37900,7497,30.0,0.0,1.0
37901,30616,30.0,0.0,1.0
37902,25227,28.0,2.0,False
37903,11897,28.0,2.0,False
37904,25282,28.0,2.0,False
37905,24934,29.0,1.0,False
37906,20822,30.0,0.0,1.0
37907,14548,29.0,1.0,False
37908,7453,30.0,0.0,1.0
37909,14952,30.0,0.0,1.0
37910,30400,29.0,1.0,False
37911,14951,28.0,2.0,False
