,dsport,normal,abnormal,excluded
36284,49423,10.0,0.0,1.0
36285,40819,10.0,0.0,1.0
36286,36168,10.0,0.0,1.0
36287,40829,10.0,0.0,1.0
36288,46660,10.0,0.0,1.0
36289,39562,10.0,0.0,1.0
36290,37246,10.0,0.0,1.0
36291,45286,10.0,0.0,1.0
36292,39563,10.0,0.0,1.0
36293,50639,10.0,0.0,1.0
36294,53648,10.0,0.0,1.0
36295,45292,10.0,0.0,1.0
36296,46729,10.0,0.0,1.0
36297,50647,10.0,0.0,1.0
36298,40821,10.0,0.0,1.0
36299,36167,10.0,0.0,1.0
36300,4296,10.0,0.0,1.0
36301,49414,10.0,0.0,1.0
36302,45313,10.0,0.0,1.0
36303,37244,10.0,0.0,1.0
36304,39570,10.0,0.0,1.0
36305,55312,10.0,0.0,1.0
36306,39572,10.0,0.0,1.0
36307,45280,10.0,0.0,1.0
36308,50648,10.0,0.0,1.0
36309,37256,10.0,0.0,1.0
36310,40848,10.0,0.0,1.0
36311,40855,10.0,0.0,1.0
36312,55321,10.0,0.0,1.0
36313,36039,10.0,0.0,1.0
36314,40852,10.0,0.0,1.0
36315,37253,10.0,0.0,1.0
36316,54070,9.0,1.0,False
36317,45417,10.0,0.0,1.0
36318,50664,10.0,0.0,1.0
36319,55320,10.0,0.0,1.0
36320,3956,10.0,0.0,1.0
36321,37247,10.0,0.0,1.0
36322,40847,10.0,0.0,1.0
36323,57063,10.0,0.0,1.0
36324,50661,10.0,0.0,1.0
36325,53642,10.0,0.0,1.0
36326,37248,10.0,0.0,1.0
36327,40837,10.0,0.0,1.0
36328,4143,10.0,0.0,1.0
36329,40832,10.0,0.0,1.0
36330,45415,10.0,0.0,1.0
36331,41031,9.0,1.0,False
36332,46879,10.0,0.0,1.0
36333,35620,10.0,0.0,1.0
36334,50469,10.0,0.0,1.0
36335,58358,10.0,0.0,1.0
36336,39336,10.0,0.0,1.0
36337,53513,10.0,0.0,1.0
36338,56579,10.0,0.0,1.0
36339,41221,10.0,0.0,1.0
36340,41220,10.0,0.0,1.0
36341,47006,10.0,0.0,1.0
36342,35700,10.0,0.0,1.0
36343,50409,10.0,0.0,1.0
36344,49088,10.0,0.0,1.0
36345,37109,10.0,0.0,1.0
36346,56580,10.0,0.0,1.0
36347,45549,10.0,0.0,1.0
36348,58357,10.0,0.0,1.0
36349,44849,10.0,0.0,1.0
36350,37463,10.0,0.0,1.0
36351,40599,10.0,0.0,1.0
36352,37462,10.0,0.0,1.0
36353,36280,10.0,0.0,1.0
36354,39339,10.0,0.0,1.0
36355,54797,10.0,0.0,1.0
36356,51103,10.0,0.0,1.0
36357,39334,10.0,0.0,1.0
36358,35697,10.0,0.0,1.0
36359,55463,10.0,0.0,1.0
36360,39327,10.0,0.0,1.0
36361,41234,10.0,0.0,1.0
36362,49070,10.0,0.0,1.0
36363,36284,10.0,0.0,1.0
36364,35689,10.0,0.0,1.0
36365,37105,10.0,0.0,1.0
36366,49072,10.0,0.0,1.0
36367,49074,10.0,0.0,1.0
36368,46587,10.0,0.0,1.0
36369,51113,10.0,0.0,1.0
36370,39331,10.0,0.0,1.0
36371,47010,10.0,0.0,1.0
36372,49075,10.0,0.0,1.0
36373,63575,10.0,0.0,1.0
36374,44836,10.0,0.0,1.0
36375,35694,10.0,0.0,1.0
36376,39734,10.0,0.0,1.0
36377,58360,10.0,0.0,1.0
36378,41224,10.0,0.0,1.0
36379,49085,10.0,0.0,1.0
36380,35706,10.0,0.0,1.0
36381,51075,10.0,0.0,1.0
36382,58356,10.0,0.0,1.0
36383,46973,10.0,0.0,1.0
36384,44886,10.0,0.0,1.0
36385,39357,10.0,0.0,1.0
36386,57891,10.0,0.0,1.0
36387,46983,10.0,0.0,1.0
36388,46594,10.0,0.0,1.0
36389,46978,10.0,0.0,1.0
36390,39361,10.0,0.0,1.0
36391,51040,10.0,0.0,1.0
36392,46975,10.0,0.0,1.0
36393,63717,9.0,1.0,False
36394,56587,10.0,0.0,1.0
36395,45528,10.0,0.0,1.0
36396,49129,10.0,0.0,1.0
36397,56766,10.0,0.0,1.0
36398,56595,10.0,0.0,1.0
36399,51033,10.0,0.0,1.0
36400,51026,10.0,0.0,1.0
36401,45519,10.0,0.0,1.0
36402,51025,10.0,0.0,1.0
36403,41166,10.0,0.0,1.0
36404,55256,10.0,0.0,1.0
36405,44883,10.0,0.0,1.0
36406,51073,10.0,0.0,1.0
36407,54921,10.0,0.0,1.0
36408,53521,10.0,0.0,1.0
36409,44857,10.0,0.0,1.0
36410,46997,10.0,0.0,1.0
36411,39345,10.0,0.0,1.0
36412,57032,10.0,0.0,1.0
36413,49108,10.0,0.0,1.0
36414,37456,10.0,0.0,1.0
36415,41204,10.0,0.0,1.0
36416,46996,10.0,0.0,1.0
36417,58350,10.0,0.0,1.0
36418,41195,10.0,0.0,1.0
36419,36275,10.0,0.0,1.0
36420,40613,10.0,0.0,1.0
36421,50414,9.0,1.0,False
36422,37112,10.0,0.0,1.0
36423,40615,10.0,0.0,1.0
36424,37449,10.0,0.0,1.0
36425,37113,10.0,0.0,1.0
36426,51052,10.0,0.0,1.0
36427,51050,10.0,0.0,1.0
36428,54160,10.0,0.0,1.0
36429,37476,10.0,0.0,1.0
36430,47011,10.0,0.0,1.0
36431,47034,10.0,0.0,1.0
36432,57779,10.0,0.0,1.0
36433,39750,10.0,0.0,1.0
36434,44777,10.0,0.0,1.0
36435,44778,10.0,0.0,1.0
36436,41279,9.0,1.0,False
36437,45575,10.0,0.0,1.0
36438,39299,10.0,0.0,1.0
36439,56783,10.0,0.0,1.0
36440,47037,10.0,0.0,1.0
36441,57898,10.0,0.0,1.0
36442,40565,10.0,0.0,1.0
36443,57166,10.0,0.0,1.0
36444,35644,10.0,0.0,1.0
36445,41277,10.0,0.0,1.0
36446,46569,10.0,0.0,1.0
36447,47033,10.0,0.0,1.0
36448,53491,10.0,0.0,1.0
36449,39304,10.0,0.0,1.0
36450,39305,10.0,0.0,1.0
36451,51170,8.0,2.0,False
36452,46563,10.0,0.0,1.0
36453,44771,10.0,0.0,1.0
36454,39306,10.0,0.0,1.0
36455,51204,10.0,0.0,1.0
36456,41293,10.0,0.0,1.0
36457,55484,10.0,0.0,1.0
36458,45583,10.0,0.0,1.0
36459,41291,10.0,0.0,1.0
36460,58380,10.0,0.0,1.0
36461,35626,10.0,0.0,1.0
36462,53478,10.0,0.0,1.0
36463,57775,10.0,0.0,1.0
36464,39287,10.0,0.0,1.0
36465,44764,10.0,0.0,1.0
36466,41283,10.0,0.0,1.0
36467,37504,9.0,1.0,False
36468,55482,10.0,0.0,1.0
36469,39754,10.0,0.0,1.0
36470,41287,10.0,0.0,1.0
36471,44767,10.0,0.0,1.0
36472,44769,10.0,0.0,1.0
36473,51190,10.0,0.0,1.0
36474,51189,10.0,0.0,1.0
36475,39752,10.0,0.0,1.0
36476,55476,10.0,0.0,1.0
36477,41274,10.0,0.0,1.0
36478,35685,10.0,0.0,1.0
36479,41253,10.0,0.0,1.0
36480,47019,10.0,0.0,1.0
36481,49053,10.0,0.0,1.0
36482,39318,10.0,0.0,1.0
36483,54927,10.0,0.0,1.0
36484,35670,10.0,0.0,1.0
36485,57789,10.0,0.0,1.0
36486,40576,10.0,0.0,1.0
36487,40578,10.0,0.0,1.0
36488,53715,10.0,0.0,1.0
36489,44820,10.0,0.0,1.0
36490,49047,10.0,0.0,1.0
36491,44823,10.0,0.0,1.0
36492,56780,10.0,0.0,1.0
36493,35680,10.0,0.0,1.0
36494,50402,10.0,0.0,1.0
36495,36287,10.0,0.0,1.0
36496,51126,10.0,0.0,1.0
36497,58363,10.0,0.0,1.0
36498,51125,10.0,0.0,1.0
36499,57161,10.0,0.0,1.0
36500,49050,10.0,0.0,1.0
36501,51137,10.0,0.0,1.0
36502,37490,10.0,0.0,1.0
36503,55472,10.0,0.0,1.0
36504,35652,10.0,0.0,1.0
36505,39307,10.0,0.0,1.0
36506,57025,10.0,0.0,1.0
36507,40572,10.0,0.0,1.0
36508,54164,10.0,0.0,1.0
36509,41270,10.0,0.0,1.0
36510,40573,10.0,0.0,1.0
36511,35655,9.0,1.0,False
36512,51148,10.0,0.0,1.0
36513,51146,10.0,0.0,1.0
36514,49044,10.0,0.0,1.0
36515,58368,10.0,0.0,1.0
36516,46570,10.0,0.0,1.0
36517,47022,10.0,0.0,1.0
36518,50389,10.0,0.0,1.0
36519,51141,10.0,0.0,1.0
36520,56782,10.0,0.0,1.0
36521,41265,10.0,0.0,1.0
36522,49042,10.0,0.0,1.0
36523,53719,10.0,0.0,1.0
36524,53534,10.0,0.0,1.0
36525,35741,10.0,0.0,1.0
36526,49133,10.0,0.0,1.0
36527,46918,10.0,0.0,1.0
36528,41084,10.0,0.0,1.0
36529,56618,8.0,2.0,False
36530,4058,10.0,0.0,1.0
36531,37389,10.0,0.0,1.0
36532,53693,10.0,0.0,1.0
36533,54129,10.0,0.0,1.0
36534,39431,10.0,0.0,1.0
36535,50906,10.0,0.0,1.0
36536,46617,10.0,0.0,1.0
36537,50903,10.0,0.0,1.0
36538,44970,9.0,1.0,False
36539,54128,10.0,0.0,1.0
36540,58313,10.0,0.0,1.0
36541,55412,10.0,0.0,1.0
36542,54912,10.0,0.0,1.0
36543,44986,10.0,0.0,1.0
36544,46915,10.0,0.0,1.0
36545,58312,10.0,0.0,1.0
36546,53575,10.0,0.0,1.0
36547,50900,10.0,0.0,1.0
36548,35821,9.0,1.0,False
36549,36245,10.0,0.0,1.0
36550,49468,10.0,0.0,1.0
36551,50923,10.0,0.0,1.0
36552,46932,10.0,0.0,1.0
36553,50928,10.0,0.0,1.0
36554,39705,10.0,0.0,1.0
36555,35812,10.0,0.0,1.0
36556,41103,10.0,0.0,1.0
36557,46613,10.0,0.0,1.0
36558,36247,10.0,0.0,1.0
36559,46929,10.0,0.0,1.0
36560,50925,10.0,0.0,1.0
36561,44966,10.0,0.0,1.0
36562,50915,8.0,2.0,False
36563,39420,10.0,0.0,1.0
36564,41094,10.0,0.0,1.0
36565,53568,10.0,0.0,1.0
36566,46614,10.0,0.0,1.0
36567,39702,10.0,0.0,1.0
36568,39423,10.0,0.0,1.0
36569,41089,10.0,0.0,1.0
36570,50460,10.0,0.0,1.0
36571,49478,10.0,0.0,1.0
36572,37382,10.0,0.0,1.0
36573,37378,10.0,0.0,1.0
36574,49488,9.0,1.0,False
36575,39695,10.0,0.0,1.0
36576,39456,10.0,0.0,1.0
36577,45007,10.0,0.0,1.0
36578,58299,10.0,0.0,1.0
36579,55404,10.0,0.0,1.0
36580,35857,10.0,0.0,1.0
36581,41042,10.0,0.0,1.0
36582,35858,10.0,0.0,1.0
36583,50877,10.0,0.0,1.0
36584,54125,6.0,4.0,False
36585,50468,10.0,0.0,1.0
36586,45004,10.0,0.0,1.0
36587,41037,10.0,0.0,1.0
36588,56637,10.0,0.0,1.0
36589,58293,10.0,0.0,1.0
36590,54836,10.0,0.0,1.0
36591,50867,10.0,0.0,1.0
36592,46885,10.0,0.0,1.0
36593,58182,8.0,2.0,False
36594,50866,10.0,0.0,1.0
36595,49197,10.0,0.0,1.0
36596,45006,10.0,0.0,1.0
36597,36237,10.0,0.0,1.0
36598,40645,10.0,0.0,1.0
36599,50891,10.0,0.0,1.0
36600,50896,10.0,0.0,1.0
36601,58308,10.0,0.0,1.0
36602,50895,10.0,0.0,1.0
36603,35842,10.0,0.0,1.0
36604,54126,10.0,0.0,1.0
36605,44993,10.0,0.0,1.0
36606,39445,10.0,0.0,1.0
36607,37126,10.0,0.0,1.0
36608,49180,10.0,0.0,1.0
36609,45487,10.0,0.0,1.0
36610,45002,10.0,0.0,1.0
36611,45486,10.0,0.0,1.0
36612,50888,10.0,0.0,1.0
36613,36240,10.0,0.0,1.0
36614,49183,10.0,0.0,1.0
36615,55266,10.0,0.0,1.0
36616,58307,9.0,1.0,False
36617,49467,10.0,0.0,1.0
36618,37127,10.0,0.0,1.0
36619,50886,10.0,0.0,1.0
36620,39706,10.0,0.0,1.0
36621,57134,10.0,0.0,1.0
36622,39370,10.0,0.0,1.0
36623,58336,10.0,0.0,1.0
36624,37417,10.0,0.0,1.0
36625,57811,10.0,0.0,1.0
36626,39385,10.0,0.0,1.0
36627,57142,10.0,0.0,1.0
36628,44925,10.0,0.0,1.0
36629,46952,10.0,0.0,1.0
36630,50445,8.0,2.0,False
36631,40633,10.0,0.0,1.0
36632,36255,10.0,0.0,1.0
36633,39393,10.0,0.0,1.0
36634,51001,10.0,0.0,1.0
36635,50994,10.0,0.0,1.0
36636,41137,10.0,0.0,1.0
36637,35772,10.0,0.0,1.0
36638,53544,10.0,0.0,1.0
36639,44930,10.0,0.0,1.0
36640,55428,10.0,0.0,1.0
36641,50981,10.0,0.0,1.0
36642,35775,10.0,0.0,1.0
36643,39394,10.0,0.0,1.0
36644,57143,10.0,0.0,1.0
36645,57039,10.0,0.0,1.0
36646,56605,10.0,0.0,1.0
36647,44916,10.0,0.0,1.0
36648,49134,10.0,0.0,1.0
36649,41164,10.0,0.0,1.0
36650,37434,10.0,0.0,1.0
36651,46965,10.0,0.0,1.0
36652,44907,10.0,0.0,1.0
36653,45517,10.0,0.0,1.0
36654,39717,10.0,0.0,1.0
36655,45512,10.0,0.0,1.0
36656,4139,10.0,0.0,1.0
36657,50438,8.0,2.0,False
36658,35762,10.0,0.0,1.0
36659,51009,10.0,0.0,1.0
36660,45506,10.0,0.0,1.0
36661,41150,10.0,0.0,1.0
36662,46602,10.0,0.0,1.0
36663,45504,10.0,0.0,1.0
36664,35756,10.0,0.0,1.0
36665,41148,10.0,0.0,1.0
36666,53541,10.0,0.0,1.0
36667,57889,10.0,0.0,1.0
36668,46944,10.0,0.0,1.0
36669,40634,10.0,0.0,1.0
36670,44960,10.0,0.0,1.0
36671,40636,10.0,0.0,1.0
36672,56611,10.0,0.0,1.0
36673,39407,10.0,0.0,1.0
36674,50949,10.0,0.0,1.0
36675,41118,10.0,0.0,1.0
36676,41117,10.0,0.0,1.0
36677,39408,10.0,0.0,1.0
36678,50945,10.0,0.0,1.0
36679,50943,10.0,0.0,1.0
36680,44948,10.0,0.0,1.0
36681,44950,10.0,0.0,1.0
36682,39403,10.0,0.0,1.0
36683,50941,8.0,2.0,False
36684,56612,10.0,0.0,1.0
36685,50456,10.0,0.0,1.0
36686,35802,10.0,0.0,1.0
36687,58176,10.0,0.0,1.0
36688,41109,10.0,0.0,1.0
36689,44957,10.0,0.0,1.0
36690,46936,10.0,0.0,1.0
36691,41107,10.0,0.0,1.0
36692,50950,10.0,0.0,1.0
36693,37403,9.0,1.0,False
36694,54138,10.0,0.0,1.0
36695,37405,10.0,0.0,1.0
36696,44933,10.0,0.0,1.0
36697,57814,10.0,0.0,1.0
36698,50969,10.0,0.0,1.0
36699,54137,10.0,0.0,1.0
36700,58329,8.0,2.0,False
36701,50966,9.0,1.0,False
36702,58328,10.0,0.0,1.0
36703,41125,10.0,0.0,1.0
36704,35787,10.0,0.0,1.0
36705,35792,10.0,0.0,1.0
36706,50955,10.0,0.0,1.0
36707,58323,10.0,0.0,1.0
36708,39398,10.0,0.0,1.0
36709,4219,10.0,0.0,1.0
36710,50964,10.0,0.0,1.0
36711,39401,10.0,0.0,1.0
36712,35797,10.0,0.0,1.0
36713,53554,10.0,0.0,1.0
36714,36254,10.0,0.0,1.0
36715,37120,10.0,0.0,1.0
36716,35079,10.0,0.0,1.0
36717,53669,8.0,2.0,False
36718,50004,8.0,2.0,False
36719,57555,10.0,0.0,1.0
36720,43463,10.0,0.0,1.0
36721,43467,10.0,0.0,1.0
36722,54507,10.0,0.0,1.0
36723,43469,10.0,0.0,1.0
36724,58037,8.0,2.0,False
36725,42461,10.0,0.0,1.0
36726,34509,10.0,0.0,1.0
36727,47775,10.0,0.0,1.0
36728,56191,10.0,0.0,1.0
36729,56193,10.0,0.0,1.0
36730,49976,10.0,0.0,1.0
36731,52808,10.0,0.0,1.0
36732,38451,10.0,0.0,1.0
36733,48120,10.0,0.0,1.0
36734,38661,10.0,0.0,1.0
36735,38100,10.0,0.0,1.0
36736,52432,10.0,0.0,1.0
36737,40184,10.0,0.0,1.0
36738,53094,10.0,0.0,1.0
36739,38653,10.0,0.0,1.0
36740,48121,10.0,0.0,1.0
36741,58697,10.0,0.0,1.0
36742,38454,10.0,0.0,1.0
36743,55076,10.0,0.0,1.0
36744,42477,10.0,0.0,1.0
36745,42476,9.0,1.0,False
36746,38121,10.0,0.0,1.0
36747,54421,10.0,0.0,1.0
36748,48309,10.0,0.0,1.0
36749,43448,10.0,0.0,1.0
36750,49718,10.0,0.0,1.0
36751,39953,9.0,1.0,False
36752,46060,10.0,0.0,1.0
36753,43450,10.0,0.0,1.0
36754,52444,10.0,0.0,1.0
36755,34501,10.0,0.0,1.0
36756,58699,10.0,0.0,1.0
36757,42469,10.0,0.0,1.0
36758,43454,10.0,0.0,1.0
36759,38453,9.0,1.0,False
36760,36894,10.0,0.0,1.0
36761,34189,10.0,0.0,1.0
36762,48319,9.0,1.0,False
36763,53065,10.0,0.0,1.0
36764,36658,10.0,0.0,1.0
36765,57363,10.0,0.0,1.0
36766,57361,10.0,0.0,1.0
36767,38450,10.0,0.0,1.0
36768,34545,10.0,0.0,1.0
36769,42431,10.0,0.0,1.0
36770,34186,10.0,0.0,1.0
36771,34550,10.0,0.0,1.0
36772,34551,10.0,0.0,1.0
36773,43507,10.0,0.0,1.0
36774,43508,10.0,0.0,1.0
36775,58676,10.0,0.0,1.0
36776,47751,10.0,0.0,1.0
36777,52409,10.0,0.0,1.0
36778,38337,10.0,0.0,1.0
36779,38676,10.0,0.0,1.0
36780,36647,10.0,0.0,1.0
36781,42423,10.0,0.0,1.0
36782,58790,10.0,0.0,1.0
36783,38678,10.0,0.0,1.0
36784,42846,10.0,0.0,1.0
36785,34543,10.0,0.0,1.0
36786,49987,10.0,0.0,1.0
36787,52963,10.0,0.0,1.0
36788,47768,10.0,0.0,1.0
36789,57478,10.0,0.0,1.0
36790,48022,10.0,0.0,1.0
36791,58689,9.0,1.0,False
36792,57965,10.0,0.0,1.0
36793,57963,10.0,0.0,1.0
36794,39948,10.0,0.0,1.0
36795,34530,10.0,0.0,1.0
36796,47760,10.0,0.0,1.0
36797,43502,10.0,0.0,1.0
36798,43488,10.0,0.0,1.0
36799,55037,10.0,0.0,1.0
36800,46051,10.0,0.0,1.0
36801,53099,10.0,0.0,1.0
36802,40189,10.0,0.0,1.0
36803,46347,10.0,0.0,1.0
36804,55883,10.0,0.0,1.0
36805,38085,10.0,0.0,1.0
36806,42478,9.0,1.0,False
36807,40169,9.0,1.0,False
36808,53857,9.0,1.0,False
36809,43062,10.0,0.0,1.0
36810,38142,10.0,0.0,1.0
36811,49946,10.0,0.0,1.0
36812,49733,10.0,0.0,1.0
36813,49792,10.0,0.0,1.0
36814,47832,10.0,0.0,1.0
36815,52797,10.0,0.0,1.0
36816,36882,10.0,0.0,1.0
36817,36675,10.0,0.0,1.0
36818,46329,10.0,0.0,1.0
36819,47826,10.0,0.0,1.0
36820,39962,10.0,0.0,1.0
36821,42831,10.0,0.0,1.0
36822,49728,10.0,0.0,1.0
36823,42522,10.0,0.0,1.0
36824,34467,9.0,1.0,False
36825,55901,10.0,0.0,1.0
36826,47822,10.0,0.0,1.0
36827,49793,10.0,0.0,1.0
36828,43413,10.0,0.0,1.0
36829,43387,10.0,0.0,1.0
36830,43066,10.0,0.0,1.0
36831,47838,10.0,0.0,1.0
36832,56000,10.0,0.0,1.0
36833,47840,10.0,0.0,1.0
36834,56170,10.0,0.0,1.0
36835,34207,10.0,0.0,1.0
36836,48265,10.0,0.0,1.0
36837,48131,10.0,0.0,1.0
36838,43376,10.0,0.0,1.0
36839,52490,10.0,0.0,1.0
36840,46283,10.0,0.0,1.0
36841,38147,10.0,0.0,1.0
36842,42533,10.0,0.0,1.0
36843,54471,10.0,0.0,1.0
36844,38145,10.0,0.0,1.0
36845,56001,10.0,0.0,1.0
36846,39963,10.0,0.0,1.0
36847,55910,10.0,0.0,1.0
36848,36878,10.0,0.0,1.0
36849,34458,10.0,0.0,1.0
36850,56172,10.0,0.0,1.0
36851,43415,10.0,0.0,1.0
36852,48280,10.0,0.0,1.0
36853,34471,10.0,0.0,1.0
36854,43443,10.0,0.0,1.0
36855,49956,10.0,0.0,1.0
36856,49960,10.0,0.0,1.0
36857,36890,10.0,0.0,1.0
36858,49962,10.0,0.0,1.0
36859,42498,10.0,0.0,1.0
36860,58706,10.0,0.0,1.0
36861,56003,10.0,0.0,1.0
36862,43438,10.0,0.0,1.0
36863,48125,10.0,0.0,1.0
36864,38631,10.0,0.0,1.0
36865,54572,10.0,0.0,1.0
36866,38638,10.0,0.0,1.0
36867,52464,10.0,0.0,1.0
36868,54998,10.0,0.0,1.0
36869,38639,10.0,0.0,1.0
36870,47788,10.0,0.0,1.0
36871,42483,10.0,0.0,1.0
36872,42839,10.0,0.0,1.0
36873,56971,8.0,2.0,False
36874,56178,10.0,0.0,1.0
36875,42517,10.0,0.0,1.0
36876,42832,10.0,0.0,1.0
36877,49724,10.0,0.0,1.0
36878,39961,10.0,0.0,1.0
36879,47814,10.0,0.0,1.0
36880,53072,10.0,0.0,1.0
36881,48283,10.0,0.0,1.0
36882,48284,9.0,1.0,False
36883,42511,10.0,0.0,1.0
36884,38136,10.0,0.0,1.0
36885,52471,10.0,0.0,1.0
36886,40164,10.0,0.0,1.0
36887,48012,10.0,0.0,1.0
36888,46280,10.0,0.0,1.0
36889,46079,10.0,0.0,1.0
36890,48286,9.0,1.0,False
36891,34477,10.0,0.0,1.0
36892,57536,10.0,0.0,1.0
36893,34199,10.0,0.0,1.0
36894,49721,10.0,0.0,1.0
36895,34558,10.0,0.0,1.0
36896,42417,10.0,0.0,1.0
36897,4098,10.0,0.0,1.0
36898,47710,10.0,0.0,1.0
36899,38445,10.0,0.0,1.0
36900,52321,10.0,0.0,1.0
36901,34637,10.0,0.0,1.0
36902,36626,10.0,0.0,1.0
36903,46017,10.0,0.0,1.0
36904,46016,10.0,0.0,1.0
36905,52320,10.0,0.0,1.0
36906,48358,10.0,0.0,1.0
36907,57351,10.0,0.0,1.0
36908,38062,10.0,0.0,1.0
36909,55096,10.0,0.0,1.0
36910,55864,10.0,0.0,1.0
36911,43590,10.0,0.0,1.0
36912,43037,10.0,0.0,1.0
36913,56011,10.0,0.0,1.0
36914,38061,10.0,0.0,1.0
36915,34647,10.0,0.0,1.0
36916,34648,10.0,0.0,1.0
36917,42335,10.0,0.0,1.0
36918,42343,10.0,0.0,1.0
36919,43584,10.0,0.0,1.0
36920,47707,10.0,0.0,1.0
36921,50015,10.0,0.0,1.0
36922,42850,10.0,0.0,1.0
36923,53131,10.0,0.0,1.0
36924,54990,10.0,0.0,1.0
36925,38347,10.0,0.0,1.0
36926,52337,10.0,0.0,1.0
36927,56889,10.0,0.0,1.0
36928,48356,10.0,0.0,1.0
36929,34626,10.0,0.0,1.0
36930,38069,10.0,0.0,1.0
36931,56227,10.0,0.0,1.0
36932,34629,10.0,0.0,1.0
36933,57353,10.0,0.0,1.0
36934,38067,10.0,0.0,1.0
36935,43583,10.0,0.0,1.0
36936,52331,10.0,0.0,1.0
36937,48357,10.0,0.0,1.0
36938,53136,10.0,0.0,1.0
36939,42346,10.0,0.0,1.0
36940,3924,10.0,0.0,1.0
36941,39932,10.0,0.0,1.0
36942,54588,10.0,0.0,1.0
36943,46196,10.0,0.0,1.0
36944,42862,10.0,0.0,1.0
36945,49688,10.0,0.0,1.0
36946,52292,10.0,0.0,1.0
36947,34671,10.0,0.0,1.0
36948,49687,10.0,0.0,1.0
36949,42322,10.0,0.0,1.0
36950,49853,10.0,0.0,1.0
36951,42321,10.0,0.0,1.0
36952,50030,10.0,0.0,1.0
36953,36920,10.0,0.0,1.0
36954,54589,10.0,0.0,1.0
36955,47684,10.0,0.0,1.0
36956,53836,10.0,0.0,1.0
36957,34164,10.0,0.0,1.0
36958,55857,10.0,0.0,1.0
36959,36921,10.0,0.0,1.0
36960,52844,10.0,0.0,1.0
36961,57346,10.0,0.0,1.0
36962,47694,8.0,2.0,False
36963,52842,10.0,0.0,1.0
36964,48364,10.0,0.0,1.0
36965,34661,10.0,0.0,1.0
36966,52304,10.0,0.0,1.0
36967,52302,10.0,0.0,1.0
36968,58650,9.0,1.0,False
36969,58649,10.0,0.0,1.0
36970,38349,10.0,0.0,1.0
36971,52300,10.0,0.0,1.0
36972,43593,10.0,0.0,1.0
36973,55099,10.0,0.0,1.0
36974,43596,10.0,0.0,1.0
36975,56229,7.0,3.0,False
36976,43600,9.0,1.0,False
36977,36619,10.0,0.0,1.0
36978,42327,10.0,0.0,1.0
36979,47700,9.0,1.0,False
36980,42857,10.0,0.0,1.0
36981,56063,10.0,0.0,1.0
36982,43604,10.0,0.0,1.0
36983,4275,10.0,0.0,1.0
36984,43040,10.0,0.0,1.0
36985,52340,10.0,0.0,1.0
36986,43050,10.0,0.0,1.0
36987,58792,10.0,0.0,1.0
36988,43523,10.0,0.0,1.0
36989,46358,10.0,0.0,1.0
36990,34576,10.0,0.0,1.0
36991,34182,10.0,0.0,1.0
36992,52377,10.0,0.0,1.0
36993,39937,10.0,0.0,1.0
36994,53121,9.0,1.0,False
36995,53122,10.0,0.0,1.0
36996,48343,10.0,0.0,1.0
36997,47733,10.0,0.0,1.0
36998,52826,10.0,0.0,1.0
36999,37794,10.0,0.0,1.0
37000,40200,10.0,0.0,1.0
37001,47731,10.0,0.0,1.0
37002,56211,10.0,0.0,1.0
37003,3816,10.0,0.0,1.0
37004,42399,10.0,0.0,1.0
37005,52373,10.0,0.0,1.0
37006,52372,10.0,0.0,1.0
37007,34574,10.0,0.0,1.0
37008,53115,10.0,0.0,1.0
37009,55875,10.0,0.0,1.0
37010,43516,10.0,0.0,1.0
37011,58041,10.0,0.0,1.0
37012,38081,10.0,0.0,1.0
37013,42414,10.0,0.0,1.0
37014,40193,10.0,0.0,1.0
37015,46213,10.0,0.0,1.0
37016,43049,10.0,0.0,1.0
37017,38449,10.0,0.0,1.0
37018,47745,9.0,1.0,False
37019,52397,8.0,2.0,False
37020,36910,10.0,0.0,1.0
37021,34566,10.0,0.0,1.0
37022,38681,10.0,0.0,1.0
37023,34569,10.0,0.0,1.0
37024,52396,10.0,0.0,1.0
37025,53844,10.0,0.0,1.0
37026,42412,10.0,0.0,1.0
37027,57566,8.0,2.0,False
37028,52392,10.0,0.0,1.0
37029,43532,10.0,0.0,1.0
37030,40205,10.0,0.0,1.0
37031,34590,10.0,0.0,1.0
37032,50009,10.0,0.0,1.0
37033,42372,10.0,0.0,1.0
37034,43549,10.0,0.0,1.0
37035,56221,10.0,0.0,1.0
37036,38346,10.0,0.0,1.0
37037,38072,10.0,0.0,1.0
37038,43555,10.0,0.0,1.0
37039,43556,10.0,0.0,1.0
37040,52345,10.0,0.0,1.0
37041,48348,10.0,0.0,1.0
37042,42374,10.0,0.0,1.0
37043,34619,10.0,0.0,1.0
37044,47715,10.0,0.0,1.0
37045,54586,10.0,0.0,1.0
37046,48351,10.0,0.0,1.0
37047,42365,10.0,0.0,1.0
37048,52341,8.0,2.0,False
37049,40209,10.0,0.0,1.0
37050,42362,10.0,0.0,1.0
37051,34609,10.0,0.0,1.0
37052,52350,10.0,0.0,1.0
37053,34591,10.0,0.0,1.0
37054,42387,10.0,0.0,1.0
37055,50005,10.0,0.0,1.0
37056,36635,10.0,0.0,1.0
37057,47724,10.0,0.0,1.0
37058,53124,10.0,0.0,1.0
37059,38341,10.0,0.0,1.0
37060,42390,10.0,0.0,1.0
37061,52367,10.0,0.0,1.0
37062,49698,10.0,0.0,1.0
37063,42383,10.0,0.0,1.0
37064,56217,10.0,0.0,1.0
37065,58667,10.0,0.0,1.0
